ID,livingSpaceIcon.svg,propertyAreaIcon.svg,descripcion,zona,localizacion,precio,bedroomIcon.svg,bathroomIcon.svg
W-03045F,153 ㎡,400 ㎡,Pareado mediterráneo con vistas al mar y piscina,Sur,Cala Pi,860.000 EUR,3,2
W-00SAGO,350 ㎡,800 ㎡,Villa mediterránea con licencia ETV en Cala Blava,Sur,Cala Blava,1.200.000 EUR,7,4
W-047B73,220 ㎡,142 ㎡,Casa urbana con ascensor y piscina - refugio mediterráneo con proyecto de reforma aprobado,Noreste,Artá,1.750.000 EUR,4,3
W-02WD8M,74 ㎡,,Apartamento moderno en un palacio histórico,Palma,Palma Catedral - Casco Antiguo,470.000 EUR,1,1
W-046YUK,115 ㎡,,"Moderno ático a un paso del emblemático Paseo de los Pinos, Puerto Pollensa",Norte,Puerto Pollensa,795.000 EUR,3,3
W-046GXD,586 ㎡,4.182 ㎡,Encantadora villa con vistas y licencia ETV en Selva,Central,Selva,2.500.000 EUR,5,4
W-047043,60 ㎡,,Una joya con vistas al puerto y al mar,Suroeste,Portals,1.295.000 EUR,2,2
W-02YIJQ,,2.350 ㎡,Excepcional parcela edificable con proyecto arquitectónico y licencia en Son Vida,Son Vida & Palma Alrededores,Son Vida,2.250.000 EUR,,
W-02Z8A6,580 ㎡,"1,69 ㏊",Refinado refugio mediterráneo con elegancia contemporánea,Central,Santa María,A Consultar,5,5
W-02MPXU,435 ㎡,"3,76 ㏊",Impresionante casa de campo con piscina cerca de Llubi,Central,Inca,2.300.000 EUR,5,3
W-030UMM,545 ㎡,2.800 ㎡,Dos edificios de apartamentos a pie de playa,Sureste,Cala d'Or,3.600.000 EUR,17,12
W-0472O9,240 ㎡,1.800 ㎡,Edificio de seis familias cerca de la playa - ideal para inversores,Sureste,Cala d'Or,1.200.000 EUR,6,6
W-04799D,150 ㎡,,Chalet exclusivo unifamiliar de nueva construcción con diseño moderno,Palma,Playa de Palma & Arenal,1.397.000 EUR,4,3
W-0475PW,150 ㎡,,Apartamento espacioso con gran terraza en la azotea - Cerca del centro y la playa,Palma,Palma City Centre,680.000 EUR,3,1
W-02G2CK,264 ㎡,"4,36 ㏊",Finca rústica con licencia vacacional en Sencelles,Central,Sencelles,1.650.000 EUR,4,3
W-046UWS,135 ㎡,,Oportunidad única en primera línea de mar de Portixol: Apartamento a reformar con gran potencial,Palma,Portixol & Molinar,1.890.000 EUR,4,2
W-0475AX,226 ㎡,1.050 ㎡,Villa estilo 'Bauhaus' con vista despejada y perfecto equilibrio energético,Noreste,San Lorenzo,1.650.000 EUR,4,3
W-0471VC,153 ㎡,,Casa unifamiliar moderna con piscina y garaje cerca del mar,Palma,Portixol & Molinar,3.250.000 EUR,3,3
W-0466FX,87 ㎡,,Apartamento renovado en comunidad con acceso al mar,Suroeste,Illetas,698.000 EUR,2,1
W-02200U,453 ㎡,1.600 ㎡,Exclusiva villa en ubicación codiciada con acceso al mar,Sureste,Cala d'Or,4.900.000 EUR,5,4
W-030FNT,105 ㎡,,Piso moderno en una ubicación privilegiada,Palma,Palma Catedral - Casco Antiguo,950.000 EUR,3,2
W-046OYK,265 ㎡,197 ㎡,Amplio adosado con proyecto de renovación aprobado,Noreste,Artá,745.000 EUR,3,3
W-02Y3YX,500 ㎡,2.137 ㎡,Palm House Son Vida - Arquitectura moderna en un idílico entorno tropical,Son Vida & Palma Alrededores,Son Vida,6.800.000 EUR,3,4
W-02VHWO,1.010 ㎡,2.000 ㎡,Villa de nueva construcción con espectaculares vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,12.900.000 EUR,5,7
W-00FDZX,475 ㎡,8.147 ㎡,Finca con casa de invitados y piscina en Inca,Central,Inca,1.550.000 EUR,7,6
W-046QP1,237 ㎡,286 ㎡,"Encantadora casa de pueblo en Muro con patio interior, piscina y diseño moderno",Norte,Muro,1.100.000 EUR,4,4
W-046QGY,90 ㎡,,Apartamento con garaje y vistas al mar en Alcanada,Norte,Puerto Alcudia - Alcanada,460.000 EUR,3,2
W-046DPG,347 ㎡,"1,54 ㏊",Finca de Ensueño en Maria de la Salut: Fusión de Vida Mediterránea y Elegancia Moderna,Central,Maria de la Salut,1.990.000 EUR,4,4
W-0472P2,323 ㎡,1.510 ㎡,Exclusiva villa nueva cerca del mar y del centro de Santa Ponsa,Suroeste,Santa Ponsa,3.900.000 EUR,4,4
W-046YYK,115 ㎡,,Preciosa planta baja con espacioso jardín,Suroeste,Bendinat,1.100.000 EUR,2,2
W-030W9P,587 ㎡,4.600 ㎡,Villa de ensueño mediterránea con vistas al mar en Formentor,Norte,Formentor,A Consultar,9,9
W-030R5U,965 ㎡,"2,02 ㏊",Excepcional finca campestre con licencias de alquiler vacacional en Biniaraix Fornalutx,Oeste,Fornalutx,5.000.000 EUR,10,5
W-02W6AW,,1.579 ㎡,Solar único en Son Serralta con licencia,Son Vida & Palma Alrededores,Puigpunyent & Galilea,290.000 EUR,,
W-030S12,386 ㎡,1.943 ㎡,Encantadora casa en lo alto del Monte Calvario con vistas al mar y la montaña,Norte,Pollensa,4.200.000 EUR,5,4
W-04740V,,"1,78 ㏊",Solar rústico con proyecto de vivienda unifamiliar y piscina,Sur,Llucmajor,795.000 EUR,,
W-02NG8A,,"24,43 ㏊",Gran terreno en Petra,Central,Petra,1.100.000 EUR,,
W-02M7HI,247 ㎡,155 ㎡,Moderna casa de pueblo con piscina en Biniamar,Central,Biniamar,740.000 EUR,3,3
W-02Z3TZ,151 ㎡,155 ㎡,Moderno duplex con vistas impresionantes en Biniamar,Central,Biniamar,690.000 EUR,3,2
W-0474A9,178 ㎡,178 ㎡,Exclusiva casa con zona wellness y espectaculares vistas en Son Espanyolet,Palma,Son Espanyolet,2.290.000 EUR,4,2
W-02Q5RQ,220 ㎡,,Fabulosa casa adosada en el Calvario con garaje y amplias terrazas,Norte,Pollensa,1.450.000 EUR,4,3
W-04645C,122 ㎡,60 ㎡,Vivienda sin complicaciones en un entorno con encanto,Norte,Pollensa,520.000 EUR,3,2
W-0472LT,717 ㎡,3 ㏊,Único oasis de finca en medio de la naturaleza mediterránea,Sureste,Santanyí,7.800.000 EUR,6,6
W-0477WV,263 ㎡,8.187 ㎡,Exclusiva villa mediterránea en ubicación céntrica y con extensas comodidades,Central,S'Aranjassa,2.495.000 EUR,4,3
W-02XQ1M,471 ㎡,1.433 ㎡,Villa mediterránea con vistas al mar y licencia de alquiler - a pocos pasos del mar,Sureste,Cala d'Or,1.960.000 EUR,4,4
W-02WPVU,155 ㎡,412 ㎡,Precioso chalet ibicenco cerca del mar,Sur,Bahía Grande / Bahía Azul,840.000 EUR,3,3
W-02JNUK,448 ㎡,"2,47 ㏊",Encantadora finca de piedra con impresionantes vistas panorámicas,Central,Petra,2.900.000 EUR,7,5
W-0470FD,151 ㎡,,Exclusiva vivienda con vistas impresionantes a la bahía de Port Sóller,Oeste,Puerto de Sóller,1.380.000 EUR,3,2
W-046TD9,,2.044 ㎡,Parcela edificable con proyecto en la parte baja de Son Vida,Son Vida & Palma Alrededores,Son Vida,1.500.000 EUR,,
W-046TDK,,2.561 ㎡,Amplia parcela edificable con proyecto en la parte baja de Son Vida,Son Vida & Palma Alrededores,Son Vida,1.400.000 EUR,,
W-02ZKZV,539 ㎡,"2,1 ㏊","Vistas y tranquilidad: Un oasis de finca mediterránea, donde la elegancia generosa se une a la vida moderna",Central,Moscari,3.900.000 EUR,4,4
W-046ZMR,129 ㎡,,Espectacular Triplex con piscina en Son Espanyolet,Palma,Son Espanyolet,675.000 EUR,2,3
W-02Y720,246 ㎡,163 ㎡,Encantadora casa de pueblo en Caimari,Central,Caimari,1.080.000 EUR,3,3
W-029MU2,446 ㎡,"1,26 ㏊",Finca histórica del siglo XVI cerca de Inca,Central,Inca,1.800.000 EUR,5,4
W-0473PY,62 ㎡,,Apartamento elegante en exclusiva urbanización de Bendinat Golf,Suroeste,Bendinat,595.000 EUR,1,1
W-04690M,,2.615 ㎡,Solar edificable con licencia de obras y vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,10.100.000 EUR,,
W-04756W,139 ㎡,,Vivienda exclusiva en la histórica posesión mallorquina de Son Xigala,Son Vida & Palma Alrededores,Palma Golf,1.500.000 EUR,2,2
W-04757Q,120 ㎡,,Vivienda exclusiva en la histórica posesión mallorquina de Son Xigala,Son Vida & Palma Alrededores,Palma Golf,890.000 EUR,2,2
W-04755G,251 ㎡,,Vivienda exclusiva en la histórica posesión mallorquina de Son Xigala,Son Vida & Palma Alrededores,Palma Golf,2.700.000 EUR,3,3
W-046TDT,89 ㎡,,Exclusivo apartamento con fantásticas vistas al mar,Suroeste,Port Andratx,1.590.000 EUR,2,2
W-02R6TO,183 ㎡,2.416 ㎡,Encantadora finca en Alaró rodeada de naturaleza y tranquilidad,Central,Alaró,775.000 EUR,4,2
W-04710Z,180 ㎡,57 ㎡,Encantadora casa adosada con vistas panorámicas en Fornalutx,Oeste,Fornalutx,690.000 EUR,3,1
W-046YQV,263 ㎡,8.187 ㎡,Exclusiva villa mediterránea en ubicación céntrica y con extensas comodidades,Central,S'Aranjassa,2.495.000 EUR,4,3
W-0472MW,200 ㎡,217 ㎡,"Encantadora casa con piscina y vistas abiertas, Campanet",Norte,Campanet,1.090.000 EUR,3,2
W-0470S2,568 ㎡,"1,24 ㏊",Finca junto al mar con jardín de ensueño,Sureste,Santanyí,3.900.000 EUR,2,2
W-046PA0,174 ㎡,128 ㎡,Casa adosada con estilo y oasis privado con piscina en Son Espanyolet,Palma,Son Espanyolet,2.250.000 EUR,3,2
W-046PHE,190 ㎡,132 ㎡,Elegante casa adosada con piscina privada en Son Espanyolet,Palma,Son Espanyolet,2.600.000 EUR,3,2
W-0471HT,58 ㎡,,Apartamento recién reformado en Calatrava,Palma,Palma Catedral - Casco Antiguo,575.000 EUR,2,1
W-046YQN,58 ㎡,,Encantadora joya modernizada en el vibrante Santa Catalina de Palma,Palma,Santa Catalina,490.000 EUR,1,1
W-02YXJC,140 ㎡,,Apartamento a pocos metros de la playa,Sur,Arenal,540.000 EUR,4,2
W-04692N,511 ㎡,292 ㎡,Encantadora propiedad en el hermoso Estellencs con licencia turística,Oeste,Estellencs,2.600.000 EUR,8,9
W-02YXIR,140 ㎡,,Precioso apartamento con vistas al mar en Arenal,Sur,Arenal,590.000 EUR,3,2
W-0473HY,123 ㎡,,Proyecto de renovación con vistas impresionantes,Palma,Palma City Centre,645.000 EUR,4,2
W-0470D5,170 ㎡,,Piso elegantemente renovado con acabados de alta calidad y distribución generosa,Palma,Palma Catedral - Casco Antiguo,1.495.000 EUR,3,2
W-04740E,315 ㎡,1.827 ㎡,Impresionante villa mediterránea con vistas panorámicas al mar,Noreste,Canyamel,1.290.000 EUR,4,3
W-0306QL,97 ㎡,1.862 ㎡,Finca rústica renovada con vistas a la montaña,Sur,Llucmajor,625.000 EUR,2,2
W-046TN4,92 ㎡,,Apartamento exclusivo con vistas al mar y equipamiento de alta calidad,Suroeste,Port Andratx,1.580.000 EUR,2,2
W-02V4Z8,464 ㎡,1.200 ㎡,Villa de lujo moderna a poca distancia de Portals,Suroeste,Portals,10.900.000 EUR,5,6
W-02RRDY,642 ㎡,"2,84 ㏊","Un refugio exclusivo entre naturaleza, tradición y modernidad",Central,Santa María,A Consultar,7,7
W-030S9E,212 ㎡,178 ㎡,"Casa Mestre, a un paso de la vida en Deià, con atractivo para inversionistas",Oeste,Deià,1.900.000 EUR,4,4
W-0471ZU,164 ㎡,,Elegante ático dúplex con terraza y maravillosas vistas,Palma,Palma Catedral - Casco Antiguo,3.800.000 EUR,2,2
W-046TAO,73 ㎡,,Exclusivo apartamento de 1 dormitorio con espectaculares vistas al campo de golf,Suroeste,Cas Catalá,575.000 EUR,1,1
W-046O7O,430 ㎡,,Vivienda de 3 plantas en el corazón de Sóller,Oeste,Sóller,1.425.000 EUR,5,2
W-046R77,265 ㎡,1.125 ㎡,Villa mediterránea con vistas al mar en una ubicación elevada en Paguera,Suroeste,Paguera,2.850.000 EUR,3,3
W-046L6E,280 ㎡,3.267 ㎡,"Finca idílica en Moscari, naturaleza, confort y vistas de ensueño",Central,Moscari,995.000 EUR,3,2
W-02WHM6,187 ㎡,,Ático dúplex con dos terrazas privadas y plaza de garaje,Palma,Palma Catedral - Casco Antiguo,3.950.000 EUR,3,2
W-04735X,120 ㎡,,Elegante ático con terraza y garaje en el casco antiguo,Palma,Palma Catedral - Casco Antiguo,2.600.000 EUR,3,3
W-0304VK,,612 ㎡,Exclusiva parcela en primera línea de Alcanada (Puerto Alcudia) con posibilidad de construir una villa de lujo,Norte,Puerto Alcudia - Alcanada,2.400.000 EUR,,
W-00AYIM,595 ㎡,"1,93 ㏊",Finca mediterránea de ensueño en calidad de nueva construcción con mucha privacidad,Sureste,Cas Concos,4.500.000 EUR,5,5
W-0463WZ,144 ㎡,320 ㎡,Moderno chalet pareado en Las Palmeras,Sur,Las Palmeras,859.000 EUR,3,3
W-046T7L,143 ㎡,,Moderno apartamento junto a Son Vida con vistas al paisaje verde,Son Vida & Palma Alrededores,Palma Golf,1.250.000 EUR,3,2
W-04623M,2.814 ㎡,,Es Racó d'Alconasser – Propiedad exclusiva en primera línea de la costa noroeste de Mallorca,Oeste,Deià,13.500.000 EUR,6,3
W-02Z6XL,520 ㎡,,El refugio definitivo para momentos inolvidables en Mallorca,Norte,Sa Pobla,2.500.000 EUR,10,
W-046P18,666 ㎡,"6,82 ㏊","THE HARMONY LIVING PROJECT – Cuatro casas, un sueño de convivencia",Noreste,Manacor,9.500.000 EUR,13,9
W-046SO0,123 ㎡,,Encantador apartamento en primera línea en Cala Vinyas,Suroeste,Cala Vinyes,650.000 EUR,2,2
W-02WNMV,259 ㎡,1.320 ㎡,"Moderna villa con vistas al mar en la ubicación privilegiada de Bonaire, Alcudia",Norte,Alcudia - Bonaire,2.795.000 EUR,4,4
W-02T667,500 ㎡,3 ㏊,Finca con vistas panorámicas hacia el mar,Noreste,Manacor,3.975.000 EUR,5,4
W-02NQFJ,126 ㎡,8.392 ㎡,Luminosa finca cerca de Llucmajor,Sur,Llucmajor,699.000 EUR,3,2
W-046PKN,135 ㎡,,Apartamento moderno en un palacete reformado,Palma,Palma Catedral - Casco Antiguo,895.000 EUR,3,2
W-046MYG,310 ㎡,429 ㎡,Encanto histórico y confort actual en una casa de piedra en Consell,Central,Consell,1.650.000 EUR,4,3
W-02UZKQ,215 ㎡,"2,13 ㏊",Encantadora finca con maravilloso jardín,Noreste,Manacor,1.290.000 EUR,4,3
W-017TL1,130 ㎡,8.900 ㎡,Encantadora finca de piedra natural con carácter auténtico en Costitx,Central,Costitx,680.000 EUR,3,2
W-046O6M,400 ㎡,4.614 ㎡,"Idílica casa de campo con anexo para invitados, piscina y licencia ETV en Costitx",Central,Costitx,1.480.000 EUR,3,3
W-046UKA,130 ㎡,,Espectacular dúplex reformado en Son Espanyolet,Palma,Son Espanyolet,1.320.000 EUR,3,4
W-02VTQ4,218 ㎡,480 ㎡,Villa moderna de nueva construcción cerca de la playa,Noreste,Cala Ratjada,2.300.000 EUR,4,4
W-02WNNO,664 ㎡,1.718 ㎡,"Villa Mestral - Elegancia moderna, belleza atemporal",Suroeste,Sol de Mallorca,6.950.000 EUR,5,5
W-009XNV,,"6,86 ㏊",Terreno con proyecto aprobado cerca de Es Trenc,Sureste,Campos,875.000 EUR,,
W-02CGWD,,"8,25 ㏊",Parcela edificable con proyecto aprobado cerca de Es Trenc,Sureste,Campos,895.000 EUR,,
W-009XPE,,"4,96 ㏊",Terreno edificable con proyecto aprobado cerca de Es Trenc,Sureste,Campos,875.000 EUR,,
W-02Q91F,307 ㎡,720 ㎡,Cómoda casa en tranquila zona residencial,Sur,Cala Blava,1.295.000 EUR,5,5
W-02NNSJ,202 ㎡,707 ㎡,Casa moderna con vista al mar - entre la costa y el parque natural,Noreste,Cala Ratjada,1.350.000 EUR,5,2
W-02SS3L,216 ㎡,7.711 ㎡,Finca de piedra natural de nueva construcción con piscina a las afueras de Sencelles,Central,Sencelles,1.495.000 EUR,4,4
W-046RYC,86 ㎡,,Apartamento moderno en excelente ubicación con ascensor,Palma,Palma Catedral - Casco Antiguo,595.000 EUR,2,2
W-02X50U,718 ㎡,"1,6 ㏊",Moderna casa de campo de nueva construcción con viñedo,Central,Montuiri,5.900.000 EUR,5,5
W-02YIBV,234 ㎡,3.432 ㎡,Exclusiva casa de pueblo con vistas fantasticas en Alaró,Central,Alaró,1.995.000 EUR,3,3
W-02F8C5,423 ㎡,1.655 ㎡,"Finca con encanto, en planta baja, con jardín idílico",Central,Sencelles,1.300.000 EUR,4,3
W-02YPCD,112 ㎡,,Elegante y recién renovado apartamento en planta baja,Palma,Palma Catedral - Casco Antiguo,595.000 EUR,2,1
W-046V52,167 ㎡,,Encantadora vivienda con carácter en palacete único,Palma,Palma Catedral - Casco Antiguo,1.395.000 EUR,3,2
W-0468AC,139 ㎡,254 ㎡,Casa de pueblo en planta baja con potencial de ampliación y precioso jardín,Central,Santa María,550.000 EUR,3,2
W-02QXI2,147 ㎡,2.723 ㎡,Casa de Campo con fachada de piedra y vistas a la montaña en Ses Alqueries,Central,Santa Eugenia,897.000 EUR,3,2
W-046TXM,116 ㎡,,Planta baja en posesión del siglo XV,Son Vida & Palma Alrededores,Puigpunyent & Galilea,435.000 EUR,3,2
W-046VC7,48 ㎡,,Acogedor apartamento en casa histórica renovada,Palma,Palma Catedral - Casco Antiguo,385.000 EUR,1,1
W-046QTB,544 ㎡,7.614 ㎡,Imponente villa en una de las mejores ubicaciones de Puntiró,Central,Puntiró,4.495.000 EUR,5,5
W-046MZN,,450 ㎡,Terreno con licencia de construcción y maravillosa vista cerca de Santa María,Central,Santa Eugenia,520.000 EUR,,
W-046QIQ,454 ㎡,6 ㏊,Finca auténtica con 60.000 m² de terreno y total privacidad cerca de Puerto Andratx,Suroeste,Port Andratx,4.500.000 EUR,4,5
W-046997,104 ㎡,,Luminoso apartamento de 3 dormitorios con jardín a pocos minutos de la playa,Suroeste,Santa Ponsa,799.000 EUR,3,2
W-02ACJT,331 ㎡,11.998 ㎡,Finca autosuficiente con encantadoras zonas exteriores,Central,Sencelles,1.200.000 EUR,5,3
W-03094V,44 ㎡,,Ático Reformado con Terrazas Privadas y Vistas al Mar,Palma,El Terreno,355.000 EUR,2,1
W-046I3C,131 ㎡,,Casa mediterránea con vistas al puerto y a las montañas,Suroeste,Port Andratx,1.950.000 EUR,2,2
W-02NE1S,430 ㎡,824 ㎡,Villa familiar con piscina en entorno residencial de Sa Cabaneta,Central,Sa Cabaneta,1.190.000 EUR,4,3
W-02X4AD,485 ㎡,544 ㎡,"Amplia casa de pueblo con garaje, piscina y jardín en Sa Pobla, Mallorca",Norte,Sa Pobla,849.000 EUR,5,3
W-030OMM,961 ㎡,"2,66 ㏊","Villa con vistas al mar y licencia para finalizar en Alcudia, Mallorca",Norte,Puerto Alcudia - Alcanada,3.650.000 EUR,6,6
W-046RTS,133 ㎡,,Maravilloso Ático con Espectaculares vistas al mar y a la ciudad,Palma,Paseo Marítimo,1.050.000 EUR,2,2
W-030WQM,544 ㎡,"1,72 ㏊",Refugio arquitectónico único en la naturaleza,Central,Maria de la Salut,3.900.000 EUR,5,5
W-030LRR,300 ㎡,,Villa atemporal con jardín mediterráneo en Sa Ràpita,Sureste,Sa Rapita,1.295.000 EUR,5,4
W-046HEX,,"2,2 ㏊",Proyecto de casa de campo con privacidad a pocos minutos de la playa de ensueño de Playa de Muro,Norte,Can Picafort,395.000 EUR,,
W-046YH9,89 ㎡,,Apartamento eficiente en energía en moderno complejo de obra nueva,Noreste,Capdepera,645.000 EUR,2,2
W-046Y2L,,2.700 ㎡,Oportunidad única en Bellavista — gran parcela con acceso cercano al mar y enorme potencial,Sur,Cala Blava,1.950.000 EUR,,
W-02Y7TD,599 ㎡,"4,08 ㏊",Elegancia exclusiva rodeada de viñedos y naturaleza en Santa María,Central,Santa María,15.000.000 EUR,4,4
W-046XGA,98 ㎡,,Moderno adosado con piscina comunitaria cerca de la playa,Noreste,Capdepera,625.000 EUR,2,2
W-046BX2,506 ㎡,1.034 ㎡,Villa de primera clase con vistas al mar en ubicación exclusiva,Suroeste,Bendinat,7.200.000 EUR,4,4
W-046VEX,89 ㎡,,Apartamento moderno con vistas panorámicas sobre Cala Ratjada y el Mediterráneo,Noreste,Capdepera,475.000 EUR,2,2
W-046UH3,144 ㎡,,Piso reformado con vistas al Tenis,Palma,Santa Catalina,850.000 EUR,3,3
W-030J44,410 ㎡,1.066 ㎡,Moderna villa de nueva construcción cerca del puerto de Port Andratx,Suroeste,Port Andratx,6.750.000 EUR,5,5
W-046NG1,233 ㎡,1.400 ㎡,Preciosa villa moderna con vistas verdes y despejadas,Suroeste,Cala Vinyes,3.250.000 EUR,4,4
W-046C1M,240 ㎡,812 ㎡,Oasis mediterráneo: villa en primera línea de mar,Sur,Cala Pi,3.150.000 EUR,4,3
W-046J8M,111 ㎡,,Apartamento de sueño en primera línea con vistas de 180º y ascensor,Palma,Palma Catedral - Casco Antiguo,1.350.000 EUR,1,1
W-02JFLM,574 ㎡,759 ㎡,Moderna villa de lujo en Puig de Ros,Sur,Puig de Ros,3.600.000 EUR,5,5
W-046SDM,86 ㎡,,Exclusivo ático en el paseo marítimo del Puerto de Alcudia,Norte,Puerto Alcudia,550.000 EUR,3,2
W-046O7W,79 ㎡,,Exclusivo apartamento con encanto y vistas panorámicas,Suroeste,Port Andratx,1.465.000 EUR,3,2
W-02I267,421 ㎡,"3,3 ㏊",Finca única con vistas al mar,Noreste,Son Servera,3.650.000 EUR,5,5
W-02R4WQ,650 ㎡,1.100 ㎡,Villa de nueva construcción en Santa Ponsa,Suroeste,Santa Ponsa,9.850.000 EUR,4,4
W-046K8S,232 ㎡,114 ㎡,Encantadora casa de pescadores junto al agua en Portocolom,Sureste,Portocolom,1.980.000 EUR,3,3
W-046I4D,200 ㎡,5.897 ㎡,Encantadora casa de campo en zona tranquila – a solo unos minutos de Puerto Pollensa,Norte,Puerto Pollensa,1.200.000 EUR,5,3
W-046D8S,240 ㎡,,Ático de lujo reformado en Son Armadams con vistas panorámicas,Palma,Son Armadams,4.200.000 EUR,3,5
W-046E5N,417 ㎡,1.196 ㎡,"Villa de lujo con vista al mar, gran jardín y piscina",Suroeste,Costa d'en Blanes,6.950.000 EUR,5,5
W-046OT4,78 ㎡,,A pasos del mar: auténtico encanto mediterráneo,Palma,Playa de Palma & Arenal,515.000 EUR,3,2
W-046EK6,208 ㎡,1.098 ㎡,"Villa en Santa Ponsa con jardín, piscina y mucha privacidad",Suroeste,Santa Ponsa,3.250.000 EUR,4,3
W-02EC7Q,,1.889 ㎡,Parcela con vistas al mar en ubicación perfecta con licencia de construcción,Suroeste,Portals,6.000.000 EUR,,
W-02NUZ7,399 ㎡,1.214 ㎡,Villa con fantásticas vistas al mar en ubicación privilegiada en Bendinat,Suroeste,Bendinat,11.900.000 EUR,6,6
W-046K7N,,"2,13 ㏊",Parcela de construcción atractiva entre Santanyí y Cala Mondragó,Sureste,Campos,875.000 EUR,,
W-046T8A,,1.250 ㎡,Exclusivo solar con proyecto aprobado y espectaculares vistas al mar,Suroeste,Andratx,7.850.000 EUR,,
W-046JRI,445 ㎡,1.084 ㎡,Belleza en Playa Portals,Suroeste,Portals,5.250.000 EUR,5,5
W-02F1AA,920 ㎡,4.805 ㎡,Mansión tradicional en primera línea de mar,Suroeste,Santa Ponsa,19.950.000 EUR,5,5
W-02WI5Z,201 ㎡,172 ㎡,Encantadora casa de pueblo reformada con licencia ETV en Caimari,Central,Caimari,1.250.000 EUR,3,2
W-01JC1L,316 ㎡,792 ㎡,Villa en primera línea de mar cerca de Port Adriano,Suroeste,Port Adriano,3.950.000 EUR,3,3
W-02ZS3Z,222 ㎡,243 ㎡,"Moderna casa adosada con privacidad y espectaculares vistas en Muro, Mallorca",Norte,Muro,1.650.000 EUR,4,2
W-02Z759,400 ㎡,"2,69 ㏊",Una casa de campo totalmente nueva y de calidad premium con vistas impresionantes,Norte,Pollensa,5.500.000 EUR,5,6
W-046DPN,177 ㎡,177 ㎡,"Hogar con encanto: casa pareada, jardín espacioso y vistas espectaculares en Valldemossa",Oeste,Valldemossa,910.000 EUR,5,2
W-046LUS,190 ㎡,,Espacioso y luminoso piso con excelentes vistas del Paseo Marítimo,Palma,Paseo Marítimo,1.595.000 EUR,5,4
W-046O0U,110 ㎡,590 ㎡,Rareza: Lujosa cabaña restaurada con vista al mar en Betlem,Noreste,Betlem,1.295.000 EUR,2,2
W-00AB9R,800 ㎡,2.040 ㎡,Ubicación exclusiva y gran potencial – Villa con vistas al mar en Son Vida,Son Vida & Palma Alrededores,Son Vida,7.000.000 EUR,5,5
