superficie_construida,superficie_parcela,habitaciones,banos,zona,localizacion,precio
112 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,950.000 EUR
206 ㎡,,4.0,3.0,Palma,Palma Catedral - Casco Antiguo,1.990.000 EUR
209 ㎡,,3.0,3.0,Palma,Paseo Marítimo,5.100.000 EUR
617 ㎡,2.812 ㎡,5.0,5.0,Sureste,Portopetro,3.200.000 EUR
112 ㎡,117 ㎡,2.0,2.0,Sureste,Santanyí,790.000 EUR
225 ㎡,"1,5 ㏊",3.0,2.0,Sureste,Ses Salines,2.350.000 EUR
125 ㎡,,5.0,1.0,Palma,Palma Catedral - Casco Antiguo,1.011.000 EUR
464 ㎡,"2,49 ㏊",6.0,6.0,Sureste,Ses Salines,1.950.000 EUR
290 ㎡,400 ㎡,3.0,3.0,Sureste,Cala Figuera,1.645.000 EUR
755 ㎡,2.513 ㎡,6.0,6.0,Oeste,Valldemossa,3.600.000 EUR
230 ㎡,"16,07 ㏊",5.0,5.0,Central,Binissalem,4.500.000 EUR
388 ㎡,"46,9 ㏊",,,Noreste,Manacor,2.700.000 EUR
340 ㎡,"1,68 ㏊",6.0,5.0,Noreste,Manacor,1.275.000 EUR
266 ㎡,"1,68 ㏊",4.0,3.0,Central,Sineu,1.800.000 EUR
241 ㎡,"1,5 ㏊",3.0,2.0,Central,Petra,1.700.000 EUR
221 ㎡,536 ㎡,3.0,3.0,Sureste,Cala Murada,1.275.000 EUR
187 ㎡,6.754 ㎡,2.0,1.0,Norte,Pollensa,790.000 EUR
575 ㎡,1.285 ㎡,5.0,6.0,Suroeste,Port Andratx,13.700.000 EUR
,"1,78 ㏊",,,Central,Sencelles,296.000 EUR
136 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,825.000 EUR
124 ㎡,,2.0,2.0,Palma,Palma Catedral - Casco Antiguo,750.000 EUR
80 ㎡,,1.0,1.0,Palma,Palma Catedral - Casco Antiguo,495.000 EUR
522 ㎡,7.093 ㎡,6.0,6.0,Noreste,Son Servera,4.500.000 EUR
93 ㎡,,2.0,2.0,Palma,Son Armadams,1.250.000 EUR
86 ㎡,,2.0,2.0,Palma,Son Armadams,1.100.500 EUR
,"1,5 ㏊",,,Central,Sineu,325.000 EUR
700 ㎡,"3,41 ㏊",5.0,6.0,Central,Bunyola,8.500.000 EUR
291 ㎡,,4.0,4.0,Palma,Palma Catedral - Casco Antiguo,2.595.000 EUR
,"6,01 ㏊",,,Central,Costitx,355.000 EUR
316 ㎡,321 ㎡,4.0,2.0,Central,Llubí,595.000 EUR
160 ㎡,,3.0,3.0,Suroeste,Port Andratx,1.875.000 EUR
,2.452 ㎡,,,Son Vida & Palma Alrededores,Son Vida,3.700.000 EUR
,2.017 ㎡,,,Son Vida & Palma Alrededores,Son Vida,2.700.000 EUR
,2.380 ㎡,,,Son Vida & Palma Alrededores,Son Vida,2.400.000 EUR
,2.960 ㎡,,,Son Vida & Palma Alrededores,Son Vida,3.200.000 EUR
77 ㎡,307 ㎡,1.0,1.0,Palma,Portixol & Molinar,3.500.000 EUR
1.752 ㎡,4.423 ㎡,7.0,9.0,Suroeste,Port Andratx,42.500.000 EUR
260 ㎡,506 ㎡,3.0,3.0,Central,Alaró,975.000 EUR
,"1,75 ㏊",,,Sur,Llucmajor,199.000 EUR
365 ㎡,730 ㎡,3.0,2.0,Sureste,Sa Rapita,1.920.000 EUR
346 ㎡,292 ㎡,6.0,7.0,Noreste,Capdepera,950.000 EUR
240 ㎡,,4.0,4.0,Oeste,Puerto de Sóller,1.220.000 EUR
289 ㎡,1.459 ㎡,9.0,5.0,Norte,Alcudia - Bonaire,9.400.000 EUR
444 ㎡,3.217 ㎡,5.0,5.0,Noreste,Canyamel,2.765.000 EUR
110 ㎡,137 ㎡,3.0,2.0,Norte,Puerto Pollensa,450.000 EUR
239 ㎡,400 ㎡,4.0,2.0,Norte,Can Picafort,899.000 EUR
2.012 ㎡,6.138 ㎡,6.0,6.0,Son Vida & Palma Alrededores,Son Vida,27.500.000 EUR
428 ㎡,"1,43 ㏊",6.0,6.0,Noreste,Manacor,1.950.000 EUR
608 ㎡,,14.0,6.0,Palma,Portixol & Molinar,1.250.000 EUR
497 ㎡,866 ㎡,4.0,4.0,Suroeste,Santa Ponsa,6.950.000 EUR
,"5,17 ㏊",,,Central,Algaida,325.000 EUR
100 ㎡,410 ㎡,4.0,3.0,Norte,Alcudia - Bonaire,1.300.000 EUR
,"4,48 ㏊",,,Central,Binissalem,450.000 EUR
130 ㎡,"4,48 ㏊",,,Central,Binissalem,450.000 EUR
127 ㎡,,4.0,3.0,Palma,Playa de Palma & Arenal,1.397.000 EUR
125 ㎡,,4.0,3.0,Palma,Playa de Palma & Arenal,1.317.000 EUR
512 ㎡,"1,53 ㏊",4.0,4.0,Central,Sencelles,2.950.000 EUR
439 ㎡,1.194 ㎡,5.0,4.0,Noreste,Son Servera,2.900.000 EUR
463 ㎡,"1,94 ㏊",4.0,4.0,Sureste,Santanyí,4.900.000 EUR
486 ㎡,"1,67 ㏊",5.0,6.0,Sureste,Alquería Blanca,6.300.000 EUR
498 ㎡,"1,79 ㏊",6.0,,Central,Llubí,900.000 EUR
350 ㎡,"2,8 ㏊",5.0,4.0,Norte,Alcudia - Bonaire,2.600.000 EUR
300 ㎡,,4.0,5.0,Palma,Portixol & Molinar,3.900.000 EUR
324 ㎡,459 ㎡,3.0,4.0,Noreste,San Lorenzo,649.000 EUR
503 ㎡,"1,43 ㏊",4.0,5.0,Sureste,Cala Llombards,4.900.000 EUR
267 ㎡,871 ㎡,4.0,4.0,Suroeste,Santa Ponsa,3.950.000 EUR
502 ㎡,,4.0,6.0,Suroeste,Port Andratx,12.900.000 EUR
502 ㎡,,4.0,6.0,Suroeste,Port Andratx,12.900.000 EUR
191 ㎡,,2.0,3.0,Suroeste,Port Andratx,4.575.000 EUR
201 ㎡,,2.0,3.0,Suroeste,Port Andratx,4.750.000 EUR
243 ㎡,,2.0,3.0,Suroeste,Port Andratx,3.480.000 EUR
395 ㎡,,2.0,3.0,Suroeste,Port Andratx,2.795.000 EUR
210 ㎡,10.326 ㎡,4.0,3.0,Norte,Pollensa,1.800.000 EUR
577 ㎡,"4,01 ㏊",8.0,5.0,Central,Pina,5.495.000 EUR
161 ㎡,116 ㎡,5.0,3.0,Norte,Pollensa,690.000 EUR
212 ㎡,161 ㎡,2.0,1.0,Norte,Pollensa,590.000 EUR
509 ㎡,2.542 ㎡,4.0,5.0,Noreste,Canyamel,2.390.000 EUR
673 ㎡,2.345 ㎡,6.0,6.0,Son Vida & Palma Alrededores,Son Vida,10.900.000 EUR
415 ㎡,1.350 ㎡,5.0,5.0,Norte,Puerto Pollensa,3.800.000 EUR
,"1,88 ㏊",,,Central,San Juan,199.000 EUR
134 ㎡,126 ㎡,3.0,2.0,Central,Biniali,617.000 EUR
86 ㎡,,2.0,2.0,Palma,Son Armadams,1.050.250 EUR
585 ㎡,"6,61 ㏊",8.0,8.0,Sureste,Santanyí,5.500.000 EUR
129 ㎡,109 ㎡,3.0,2.0,Central,Petra,695.000 EUR
481 ㎡,"2,89 ㏊",4.0,4.0,Central,Inca,2.950.000 EUR
290 ㎡,487 ㎡,3.0,3.0,Oeste,Puerto de Sóller,2.700.000 EUR
,840 ㎡,,,Noreste,Font de Sa Cala,900.000 EUR
,1.034 ㎡,,,Sur,Sa Torre,650.000 EUR
508 ㎡,2.184 ㎡,5.0,5.0,Son Vida & Palma Alrededores,Son Vida,4.400.000 EUR
373 ㎡,"6,18 ㏊",4.0,4.0,Sur,Llucmajor,3.950.000 EUR
,"1,4 ㏊",,,Central,San Juan,350.000 EUR
1.125 ㎡,"4,72 ㏊",7.0,6.0,Central,Lloret de Vista Alegre,3.800.000 EUR
161 ㎡,661 ㎡,4.0,2.0,Norte,Playa de Muro,1.450.000 EUR
354 ㎡,1.800 ㎡,4.0,5.0,Central,Sa Coma - Bunyola,2.370.000 EUR
644 ㎡,2.575 ㎡,5.0,5.0,Noreste,Canyamel,4.900.000 EUR
745 ㎡,958 ㎡,4.0,4.0,Sur,Son Veri,A Consultar
396 ㎡,1.223 ㎡,4.0,5.0,Son Vida & Palma Alrededores,Puigpunyent & Galilea,2.750.000 EUR
691 ㎡,2.020 ㎡,6.0,7.0,Son Vida & Palma Alrededores,Son Vida,7.000.000 EUR
375 ㎡,363 ㎡,2.0,2.0,Sureste,Ses Salines,1.750.000 EUR
350 ㎡,1.479 ㎡,4.0,5.0,Suroeste,Port Andratx,9.500.000 EUR
257 ㎡,"1,98 ㏊",3.0,2.0,Oeste,Valldemossa,2.850.000 EUR
294 ㎡,300 ㎡,4.0,5.0,Sureste,Ses Salines,1.850.000 EUR
216 ㎡,"1,47 ㏊",4.0,2.0,Noreste,San Lorenzo,735.000 EUR
222 ㎡,185 ㎡,3.0,2.0,Central,Sineu,1.180.000 EUR
455 ㎡,"3,5 ㏊",5.0,4.0,Sureste,Santanyí,7.450.000 EUR
585 ㎡,5.863 ㎡,8.0,6.0,Suroeste,Port Andratx,10.500.000 EUR
157 ㎡,294 ㎡,7.0,,Oeste,Puerto de Sóller,2.900.000 EUR
494 ㎡,"1,73 ㏊",3.0,4.0,Central,Inca,5.400.000 EUR
1.495 ㎡,"5,34 ㏊",10.0,6.0,Central,Marratxi,2.500.000 EUR
72 ㎡,,2.0,2.0,Palma,Son Armadams,1.420.250 EUR
153 ㎡,387 ㎡,4.0,2.0,Oeste,Deià,1.450.000 EUR
270 ㎡,"2,26 ㏊",4.0,4.0,Sureste,Santanyí,2.675.000 EUR
409 ㎡,,5.0,4.0,Palma,Portixol & Molinar,3.450.000 EUR
165 ㎡,,3.0,2.0,Palma,La Bonanova,2.390.000 EUR
357 ㎡,2.070 ㎡,5.0,5.0,Central,Portol,2.000.000 EUR
706 ㎡,"1,31 ㏊",8.0,7.0,Central,Inca,3.500.000 EUR
415 ㎡,"123,92 ㏊",5.0,1.0,Sur,Llucmajor,8.500.000 EUR
,1.705 ㎡,,,Suroeste,Port Andratx,1.000.000 EUR
709 ㎡,1.057 ㎡,6.0,6.0,Suroeste,Port Andratx,12.900.000 EUR
,"1,4 ㏊",,,Noreste,Capdepera,380.000 EUR
392 ㎡,634 ㎡,5.0,3.0,Norte,Alcudia - Bonaire,1.200.000 EUR
218 ㎡,"1,48 ㏊",2.0,3.0,Central,Montuiri,2.390.000 EUR
326 ㎡,632 ㎡,4.0,1.0,Central,Bunyola,1.190.000 EUR
596 ㎡,"1,5 ㏊",5.0,5.0,Central,Alaró,5.500.000 EUR
420 ㎡,2.038 ㎡,3.0,3.0,Central,Son Gual,3.045.000 EUR
,1.350 ㎡,,,Norte,Alcudia,480.000 EUR
565 ㎡,"2,35 ㏊",8.0,6.0,Central,Algaida,2.930.000 EUR
160 ㎡,646 ㎡,4.0,2.0,Central,Alaró,750.000 EUR
390 ㎡,"1,93 ㏊",4.0,3.0,Son Vida & Palma Alrededores,Establiments,1.995.000 EUR
147 ㎡,,3.0,2.0,Palma,Palma Catedral - Casco Antiguo,1.495.000 EUR
645 ㎡,"1,54 ㏊",4.0,4.0,Central,Marratxi,2.035.000 EUR
755 ㎡,2.191 ㎡,4.0,2.0,Noreste,Son Servera,1.450.000 EUR
284 ㎡,7.100 ㎡,5.0,2.0,Sur,Llucmajor,1.600.000 EUR
635 ㎡,350 ㎡,8.0,2.0,Sur,Llucmajor,980.000 EUR
270 ㎡,470 ㎡,4.0,4.0,Norte,Puerto Alcudia - Alcanada,2.650.000 EUR
259 ㎡,"1,82 ㏊",5.0,4.0,Suroeste,S'Arraco,3.400.000 EUR
310 ㎡,540 ㎡,4.0,4.0,Sureste,Felanitx,1.295.000 EUR
520 ㎡,1.531 ㎡,6.0,7.0,Suroeste,Paguera,4.700.000 EUR
387 ㎡,"1,59 ㏊",5.0,5.0,Sureste,Ses Salines,5.250.000 EUR
58 ㎡,,1.0,1.0,Palma,Palma Catedral - Casco Antiguo,450.000 EUR
431 ㎡,1.864 ㎡,4.0,3.0,Suroeste,Camp de Mar,12.950.000 EUR
784 ㎡,1.828 ㎡,4.0,1.0,Central,Binissalem,1.500.000 EUR
390 ㎡,"1,43 ㏊",4.0,5.0,Noreste,San Lorenzo,3.580.000 EUR
326 ㎡,"22,4 ㏊",10.0,9.0,Noreste,Manacor,2.950.000 EUR
279 ㎡,"1,78 ㏊",4.0,4.0,Noreste,San Lorenzo,1.999.000 EUR
1.064 ㎡,798 ㎡,5.0,2.0,Sur,Llucmajor,2.495.000 EUR
211 ㎡,679 ㎡,8.0,5.0,Noreste,Sa Coma,1.749.000 EUR
383 ㎡,375 ㎡,4.0,4.0,Sur,Cala Pi,1.350.000 EUR
476 ㎡,10.242 ㎡,4.0,3.0,Central,Algaida,3.150.000 EUR
476 ㎡,"1,95 ㏊",4.0,3.0,Central,Algaida,2.950.000 EUR
1.780 ㎡,142 ㏊,16.0,13.0,Sur,Llucmajor,11.890.000 EUR
523 ㎡,"8,47 ㏊",6.0,,Central,Llubí,647.000 EUR
,1.864 ㎡,,,Suroeste,Camp de Mar,12.950.000 EUR
74 ㎡,,2.0,2.0,Palma,Son Armadams,785.000 EUR
1.958 ㎡,4.255 ㎡,7.0,6.0,Son Vida & Palma Alrededores,Son Vida,39.500.000 EUR
348 ㎡,868 ㎡,3.0,3.0,Suroeste,Andratx,3.800.000 EUR
99 ㎡,,3.0,2.0,Palma,Palma City Centre,1.200.000 EUR
515 ㎡,1.659 ㎡,8.0,7.0,Sureste,Cala d'Or,3.900.000 EUR
2.654 ㎡,"44,96 ㏊",5.0,2.0,Central,Inca,2.950.000 EUR
1.010 ㎡,"3,31 ㏊",20.0,14.0,Central,Lloret de Vista Alegre,2.350.000 EUR
104 ㎡,,2.0,2.0,Palma,Portixol & Molinar,2.550.000 EUR
156 ㎡,,3.0,3.0,Palma,Portixol & Molinar,3.360.000 EUR
323 ㎡,"2,81 ㏊",4.0,4.0,Central,Costitx,610.000 EUR
,"3,58 ㏊",,,Norte,Puerto Alcudia,1.600.000 EUR
162 ㎡,684 ㎡,3.0,2.0,Norte,Pollensa,720.000 EUR
1.206 ㎡,"8,95 ㏊",7.0,7.0,Central,Inca,5.900.000 EUR
1.562 ㎡,938 ㎡,8.0,4.0,Oeste,Fornalutx,2.700.000 EUR
,"3,59 ㏊",,,Norte,Alcudia,900.000 EUR
1.200 ㎡,18 ㏊,7.0,6.0,Son Vida & Palma Alrededores,Establiments,7.900.000 EUR
152 ㎡,,3.0,3.0,Norte,Can Picafort,1.500.000 EUR
91 ㎡,,2.0,2.0,Norte,Can Picafort,800.000 EUR
468 ㎡,"1,65 ㏊",4.0,3.0,Son Vida & Palma Alrededores,Establiments,2.600.000 EUR
142 ㎡,339 ㎡,4.0,3.0,Sur,Puig de Ros,920.000 EUR
820 ㎡,"40,82 ㏊",9.0,11.0,Norte,Pollensa,9.950.000 EUR
736 ㎡,"36,16 ㏊",8.0,2.0,Norte,Escorca,5.400.000 EUR
133 ㎡,,2.0,3.0,Palma,Portixol & Molinar,2.430.000 EUR
480 ㎡,2.000 ㎡,4.0,4.0,Son Vida & Palma Alrededores,Son Vida,3.970.000 EUR
3.215 ㎡,30 ㏊,11.0,6.0,Noreste,Manacor,6.800.000 EUR
860 ㎡,7.286 ㎡,4.0,3.0,Central,Puntiró,2.250.000 EUR
74 ㎡,"4,25 ㏊",,,Central,Costitx,297.000 EUR
,"4,25 ㏊",,,Central,Costitx,297.000 EUR
463 ㎡,1.000 ㎡,4.0,4.0,Noreste,Canyamel,A Consultar
547 ㎡,1.200 ㎡,4.0,4.0,Noreste,Canyamel,A Consultar
426 ㎡,701 ㎡,4.0,4.0,Noreste,Canyamel,A Consultar
936 ㎡,1.042 ㎡,8.0,8.0,Noreste,Artá,3.400.000 EUR
634 ㎡,3.018 ㎡,4.0,4.0,Noreste,Costa de Los Pinos,3.250.000 EUR
222 ㎡,"1,53 ㏊",4.0,2.0,Central,Costitx,850.000 EUR
691 ㎡,1.038 ㎡,6.0,6.0,Suroeste,Port Andratx,12.800.000 EUR
550 ㎡,,7.0,6.0,Oeste,Estellencs,3.500.000 EUR
534 ㎡,700 ㎡,4.0,6.0,Oeste,Deià,3.500.000 EUR
675 ㎡,2.375 ㎡,7.0,7.0,Suroeste,Port Andratx,7.400.000 EUR
600 ㎡,"39,97 ㏊",10.0,3.0,Central,Binissalem,4.600.000 EUR
616 ㎡,14 ㏊,4.0,4.0,Noreste,Artá,4.600.000 EUR
,1.073 ㎡,,,Suroeste,Port Andratx,1.550.000 EUR
2.459 ㎡,"122,5 ㏊",8.0,5.0,Norte,Pollensa,A Consultar
,"1,46 ㏊",,,Norte,Pollensa,495.000 EUR
800 ㎡,"2,67 ㏊",5.0,8.0,Norte,Muro,4.200.000 EUR
2.329 ㎡,"113,36 ㏊",,,Sur,Llucmajor,5.400.000 EUR
,5 ㏊,,,Sur,Llucmajor,450.000 EUR
535 ㎡,"8,24 ㏊",8.0,2.0,Sur,Llucmajor,3.800.000 EUR
1.118 ㎡,"21,28 ㏊",4.0,2.0,Sur,Llucmajor,1.250.000 EUR
346 ㎡,215 ㎡,6.0,4.0,Oeste,Deià,1.250.000 EUR
,989 ㎡,,,Oeste,Deià,1.300.000 EUR
3.964 ㎡,"124,16 ㏊",,,Suroeste,Paguera,15.000.000 EUR
,"2,1 ㏊",,,Central,Petra,250.000 EUR
456 ㎡,"1,6 ㏊",5.0,5.0,Central,Moscari,2.900.000 EUR
,2.000 ㎡,,,Central,Inca,380.000 EUR
343 ㎡,908 ㎡,3.0,2.0,Noreste,Cala Ratjada,4.100.000 EUR
600 ㎡,1.200 ㎡,5.0,6.0,Sureste,Cala d'Or,3.400.000 EUR
550 ㎡,"2,84 ㏊",5.0,5.0,Sureste,Portopetro,3.150.000 EUR
494 ㎡,"225,21 ㏊",7.0,2.0,Norte,Escorca,9.000.000 EUR
900 ㎡,"543,02 ㏊",,,Noreste,Artá,7.800.000 EUR
341 ㎡,655 ㎡,3.0,2.0,Sur,Bahía Grande / Bahía Azul,1.390.000 EUR
,"2,89 ㏊",,,Norte,Pollensa,2.000.000 EUR
1.332 ㎡,"37,55 ㏊",9.0,9.0,Sur,Llucmajor,4.500.000 EUR
1.405 ㎡,"21,2 ㏊",,,Noreste,San Lorenzo,2.950.000 EUR
,835 ㎡,,,Noreste,Betlem,195.000 EUR
,"1,41 ㏊",,,Norte,Búger,350.000 EUR
460 ㎡,1.830 ㎡,4.0,4.0,Noreste,Canyamel,3.140.000 EUR
330 ㎡,1.800 ㎡,4.0,4.0,Noreste,Canyamel,2.765.000 EUR
,726 ㎡,,,Noreste,Canyamel,210.000 EUR
,686 ㎡,,,Noreste,Canyamel,199.000 EUR
600 ㎡,"7,6 ㏊",10.0,9.0,Norte,Pollensa,3.500.000 EUR
,1.667 ㎡,,,Noreste,Canyamel,275.000 EUR
1.430 ㎡,5.587 ㎡,10.0,10.0,Son Vida & Palma Alrededores,Son Vida,8.500.000 EUR
3.000 ㎡,70 ㏊,10.0,9.0,Noreste,San Lorenzo,A Consultar
470 ㎡,4.300 ㎡,6.0,5.0,Son Vida & Palma Alrededores,Son Vida,4.800.000 EUR
,1.097 ㎡,,,Noreste,Cala Ratjada,500.000 EUR
615 ㎡,900 ㎡,4.0,4.0,Suroeste,Port Adriano,9.850.000 EUR
398 ㎡,"3,32 ㏊",4.0,4.0,Suroeste,Calvià,7.250.000 EUR
